place_id,name,description,is_spending_on_ads,reviews,website,owner_name,owner_profile_link,featured_image,main_category,categories,rating,workday_timing,closed_on,phone,address,review_keywords,link
ChIJvQzF7il3hlQRvUu3Pxw0SOU,The Home Depot,"Chain home improvement retailer for tools, appliances & other products (some offer truck rentals).",False,3051,https://stores.homedepot.ca/bc/burnaby/home-improvement-burnaby-bc-7047.html%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlocal%26utm_content%3D7047,The Home Depot (Owner),https://www.google.com/maps/contrib/115074618129672955317,https://lh5.googleusercontent.com/p/AF1QipPEuTE8aDZBDc5EK6dRqWywwU6xCvoPY62dpp_F=w408-h305-k-no,Home improvement store,"Home improvement store, Flooring store, Garden center, Hardware store, Kitchen furniture store, Lighting store, Paint store, Roofing supply store",4.1,6 a.m.-9 p.m.,,(604) 294-3030,"The Home Depot, 3950 Henning Dr, Burnaby, BC V5C 6M2","tools, aisle, paint, rental, garden centre, DIY, shelf, self checkout, HD, building materials",https://www.google.com/maps/place/The+Home+Depot/data=!4m7!3m6!1s0x54867729eec50cbd:0xe548341c3fb74bbd!8m2!3d49.2632135!4d-123.0163689!16s%2Fg%2F1th492jh!19sChIJvQzF7il3hlQRvUu3Pxw0SOU?authuser=0&hl=en&rclk=1
ChIJIT2n06d1hlQR_YUovN1PSQ0,The Home Depot,"Chain home improvement retailer for tools, appliances & other products (some offer truck rentals).",False,2758,https://stores.homedepot.ca/bc/richmond/home-improvement-richmond-bc-7043.html%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlocal%26utm_content%3D7043,The Home Depot (Owner),https://www.google.com/maps/contrib/106327655734386483571,https://lh5.googleusercontent.com/p/AF1QipMS4CMmLRLAdPy6cCFqjCwRk3IuhsfglCfHUgCX=w408-h306-k-no,Home improvement store,"Home improvement store, Flooring store, Garden center, Hardware store, Kitchen furniture store, Lighting store, Paint store, Roofing supply store",4,6 a.m.-9 p.m.,,(604) 303-9882,"The Home Depot, 2700 Sweden Way, Richmond, BC V6V 1K1","paint, appliances, lumber, aisle, plants, plumbing, shelves, frustration, HD, flooring",https://www.google.com/maps/place/The+Home+Depot/data=!4m7!3m6!1s0x548675a7d3a73d21:0xd494fddbc2885fd!8m2!3d49.1939587!4d-123.0813904!16s%2Fg%2F1tfchg3_!19sChIJIT2n06d1hlQR_YUovN1PSQ0?authuser=0&hl=en&rclk=1
ChIJ1UqE_kJxhlQRLLaGyoo6Pkg,The Home Depot,"Chain home improvement retailer for tools, appliances & other products (some offer truck rentals).",False,2449,https://stores.homedepot.ca/bc/vancouver/home-improvement-vancouver-bc-7042.html?utm_source=google&utm_medium=organic&utm_campaign=local&utm_content=7042,The Home Depot (Owner),https://www.google.com/maps/contrib/108026241841953074682,https://lh5.googleusercontent.com/p/AF1QipNqPgREkHXb2tXimYP98hywnE-tRKjHkbUmWoDl=w408-h306-k-no,Home improvement store,"Home improvement store, Flooring store, Garden center, Hardware store, Kitchen furniture store, Lighting store, Paint store, Roofing supply store",4.1,6 a.m.-9 p.m.,,(604) 608-1423,"The Home Depot, 900 Terminal Ave, Vancouver, BC V6A 4G4","tools, rental, plants, cashier, big box, garden centre, employee, lumber, contractor, aisles",https://www.google.com/maps/place/The+Home+Depot/data=!4m7!3m6!1s0x54867142fe844ad5:0x483e3a8aca86b62c!8m2!3d49.2688889!4d-123.0836111!16s%2Fg%2F1tfjqd4f!19sChIJ1UqE_kJxhlQRLLaGyoo6Pkg?authuser=0&hl=en&rclk=1
ChIJdQ1jud1zhlQRrzO3fVYUkyg,The Home Depot,"Chain home improvement retailer for tools, appliances & other products (some offer truck rentals).",False,1668,https://stores.homedepot.ca/bc/vancouver/home-improvement-vancouver-bc-7259.html%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlocal%26utm_content%3D7259,The Home Depot (Owner),https://www.google.com/maps/contrib/111134212134648607693,https://lh5.googleusercontent.com/p/AF1QipPGS3xsP4UBC2-T-D2r2_jNFHMO4nJWkGUijJA-=w408-h306-k-no,Home improvement store,"Home improvement store, Flooring store, Garden center, Hardware store, Kitchen furniture store, Lighting store, Paint store, Roofing supply store",4.1,7 a.m.-9 p.m.,,(604) 675-1260,"The Home Depot, 2388 Cambie St, Vancouver, BC V5Z 2T8","parking, tools, paint, plants, plumbing, HD, building materials, employee, condo, self-checkout",https://www.google.com/maps/place/The+Home+Depot/data=!4m7!3m6!1s0x548673ddb9630d75:0x289314567db733af!8m2!3d49.2641853!4d-123.1140747!16s%2Fg%2F1td425fx!19sChIJdQ1jud1zhlQRrzO3fVYUkyg?authuser=0&hl=en&rclk=1
ChIJkSMu2SFuhlQRsWt-cSG8lf4,The Home Depot,"Chain home improvement retailer for tools, appliances & other products (some offer truck rentals).",False,1035,https://stores.homedepot.ca/bc/westvancouver/home-improvement-westvancouver-bc-7035.html%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlocal%26utm_content%3D7035,The Home Depot (Owner),https://www.google.com/maps/contrib/101034574692177143237,https://lh5.googleusercontent.com/p/AF1QipNDlMOenpu2ZGcBL81YssevDpE6ftUJx7epv7wr=w408-h306-k-no,Home improvement store,"Home improvement store, Flooring store, Garden center, Hardware store, Kitchen furniture store, Lighting store, Paint store, Roofing supply store",4,7 a.m.-9 p.m.,,(604) 913-2630,"The Home Depot, 840 Main St, West Vancouver, BC V7T 2Z3","paint, lumber, stock, tools, employee, flooring, hardware, contractor, boutique, HD",https://www.google.com/maps/place/The+Home+Depot/data=!4m7!3m6!1s0x54866e21d92e2391:0xfe95bc21717e6bb1!8m2!3d49.3249296!4d-123.1408442!16s%2Fg%2F1tf6x0v9!19sChIJkSMu2SFuhlQRsWt-cSG8lf4?authuser=0&hl=en&rclk=1
